;Identificador do acidente;Identificador do condutor;Estado;Identificador do veículo;Tipo de veículo;Marca do veículo;Envolvido;Estado físico do condutor;Idade;Gênero
5168;574070;1275362;SP;1022511;Automóvel;FIAT/MOBI LIKE;Condutor;Ileso;25;Masculino
5231;574100;1275340;SP;1022491;Automóvel;CHEVROLET/ONIX 1.4MT LT;Condutor;Ileso;40;Masculino
5253;574117;1275403;SP;1022551;Motocicleta;HONDA/CG150 FAN ESDI;Condutor;Ileso;44;Masculino
5255;574117;1275405;SP;1022553;Motocicleta;HONDA/CG 125 FAN;Condutor;Lesões Graves;34;Masculino
5274;574130;1275418;SP;1022569;Bicicleta;Não Informado;Condutor;Lesões Leves;20;Feminino
5275;574130;1277405;SP;1023917;Bicicleta;Não Informado;Condutor;Lesões Leves;29;Feminino
5283;574135;1275579;SP;1022665;Camioneta;I/HYUNDAI IX35 2.0;Condutor;Lesões Leves;49;Masculino
5298;574140;1275428;SP;1022575;Automóvel;FIAT/UNO MILLE ECONOMY;Condutor;Lesões Leves;50;Masculino
5301;574143;1275467;SP;1022602;Automóvel;I/PEUGEOT 307 16 PR PK;Condutor;Lesões Leves;29;Masculino
5303;574143;1275463;SP;1022601;Camioneta;JEEP/RENEGADE 1.8 AT;Condutor;Ileso;63;Feminino
5328;574151;1275457;SP;1022597;Caminhão-trator;VOLVO/FH 460 6X2T;Condutor;Lesões Leves;48;Masculino
5329;574153;1275460;SP;1022599;Camioneta;I/HONDA CR-V LX;Condutor;Ileso;61;Masculino
5360;574170;1275508;SP;1022629;Automóvel;I/NISSAN SENTRA 20SL CVT;Condutor;Ileso;56;Masculino
5361;574170;1275509;SP;1022631;Motocicleta;HONDA/NX-4 FALCON;Condutor;Lesões Leves;42;Masculino
5493;574210;1276034;SP;1022975;Automóvel;I/FORD FOCUS 1.6 FLEX HA;Condutor;Lesões Leves;22;Masculino
5494;574210;1276035;SP;1022976;Caminhão;FORD/CARGO1717 E;Condutor;Ileso;44;Masculino
5499;574214;1275677;SP;1022716;Automóvel;FIAT/PALIO EX;Condutor;Ileso;67;Feminino
5500;574214;1275678;SP;1022719;Automóvel;HYUNDAI/HB20 1.6A COMF;Condutor;Ileso;49;Feminino
5501;574214;1275679;SP;1022720;Automóvel;VW/NOVO FOX CL MB;Condutor;Ileso;25;Masculino
5502;574214;1275680;SP;1022722;Automóvel;CHEVROLET/ONIX 10MT JOYE;Condutor;Ileso;28;Masculino
5504;574214;1275684;SP;1022730;Caminhão;FORD/CARGO 2422 T;Condutor;Ileso;53;Masculino
5527;574229;1275847;SP;1022852;Motocicleta;YAMAHA/NMAX;Condutor;Lesões Leves;43;Masculino
5531;574233;1276116;SP;1023026;Motocicleta;HONDA/CG 150 FAN ESI;Condutor;Lesões Leves;44;Masculino
5623;574277;1275879;SP;1022873;Motoneta;YAMAHA/XMAX;Condutor;Lesões Leves;35;Feminino
5624;574277;1275888;SP;1022874;Bicicleta;Não Informado;Condutor;Lesões Leves;42;Masculino
5664;574297;1275856;SP;1022858;Caminhão-trator;MAN/TGX 29.440 6X4 T;Condutor;Ileso;28;Masculino
5745;574316;1276628;SP;1022854;Motocicleta;Não Informado;Condutor;Não Informado;41;Não Informado
5746;574316;1275853;SP;1022853;Bicicleta;Não Informado;Condutor;Lesões Graves;51;Masculino
5763;574324;1276652;SP;1023468;Carroça-charrete;Não Informado;Condutor;Lesões Leves;28;Masculino
5764;574324;1277866;SP;1023467;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
5857;574383;1276123;SP;1023028;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Graves;22;Masculino
5860;574383;1276118;SP;1023027;Automóvel;NISSAN/KICKS ACTIVE CVT;Condutor;Ileso;47;Feminino
5872;574393;1276127;SP;1023030;Automóvel;FIAT/UNO VIVACE 1.0;Condutor;Lesões Leves;29;Feminino
5910;574413;1276145;SP;1023046;Motocicleta;HONDA/CG 150 FAN ESI;Condutor;Lesões Leves;25;Masculino
5911;574413;1276321;SP;1023047;Automóvel;I/GM CLASSIC LIFE;Condutor;Ileso;35;Masculino
5912;574413;1276322;SP;1023048;Automóvel;VW/VIRTUS CL AD;Condutor;Ileso;51;Masculino
5948;574435;1276195;SP;1023089;Motocicleta;HONDA/POP 110I;Condutor;Lesões Leves;24;Feminino
5983;574452;1276244;SP;1023126;Utilitário;TOYOTA/CCROSS XRE 20;Condutor;Ileso;49;Masculino
5984;574452;1276245;SP;1023127;Automóvel;FIAT/PALIO EX;Condutor;Ileso;41;Masculino
6028;574469;1276375;SP;1023221;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;31;Masculino
6029;574469;1276376;SP;1023227;Caminhão;VW/15.180 CNM;Condutor;Ileso;46;Masculino
6062;574482;1276523;SP;1023345;Motocicleta;JTA-SUZUKI/GSR150I;Condutor;Lesões Leves;35;Masculino
6151;574523;1276509;SP;1023336;Motocicleta;YAMAHA/FACTOR YBR125 K;Condutor;Lesões Leves;29;Masculino
6152;574523;1276510;SP;1023337;Automóvel;I/FIAT PALIO ATTRACT 1.0;Condutor;Ileso;50;Masculino
6153;574524;1276525;SP;1023346;Automóvel;GM/CORSA HATCH JOY;Condutor;Ileso;30;Feminino
6154;574524;1276526;SP;1023347;Motocicleta;HONDA/CG 160 TITAN;Condutor;Óbito;32;Masculino
6193;574540;1276471;SP;1023305;Automóvel;FIAT/UNO MILLE EX;Condutor;Ileso;34;Feminino
6195;574540;1276508;SP;1023306;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;26;Masculino
6197;574542;1276511;SP;1023339;Automóvel;I/HYUNDAI I30 WAGON;Condutor;Ileso;43;Masculino
6198;574542;1276512;SP;1023340;Motocicleta;TVS/SPORT 110I;Condutor;Ileso;39;Masculino
6203;574546;1278427;SP;1024704;Motocicleta;HONDA/XR 250 TORNADO;Condutor;Lesões Leves;40;Masculino
6205;574547;1276520;SP;1023343;Motocicleta;YAMAHA/YBR125I FACTOR ED;Condutor;Ileso;46;Masculino
6212;574552;1276586;SP;1023400;Automóvel;VW/NOVO VOYAGE 1.0;Condutor;Lesões Leves;47;Masculino
6213;574552;1276585;SP;1023401;Automóvel;TOYOTA/YARIS SA XLS15CNT;Condutor;Ileso;25;Masculino
6224;574558;1276464;SP;1023295;Camioneta;FORD/ECOSPORT TITNAT 2.0;Condutor;Lesões Leves;34;Masculino
6256;574573;1276494;SP;1023324;Automóvel;GM/CORSA WIND;Condutor;Ileso;30;Masculino
6257;574573;1276496;SP;1023325;Automóvel;FIAT/IDEA ELX FLEX;Condutor;Ileso;27;Feminino
6259;574573;1276497;SP;1023326;Motocicleta;DAFRA/APACHE 200;Condutor;Lesões Graves;30;Masculino
6315;574607;1276580;SP;1023395;Caminhão-trator;VOLVO/FH12 420 4X2T;Condutor;Lesões Leves;41;Masculino
6342;574622;1276581;SP;1023396;Motocicleta;HONDA/CG 150 TITAN KS;Condutor;Lesões Graves;22;Feminino
6367;574639;1276650;SP;1023465;Automóvel;FIAT/SIENA FIRE;Condutor;Lesões Leves;50;Masculino
6369;574639;1276651;SP;1023466;Caminhão;VOLVO/VM 260 6X2R;Condutor;Ileso;61;Masculino
6439;574678;1276706;SP;1023496;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;25;Feminino
6517;574707;1276983;SP;1023615;Utilitário;I/MMC OUTLANDER 2.2 D;Condutor;Ileso;53;Masculino
6518;574707;1277307;SP;1023852;Utilitário;TOYOTA/CCROSS XRX HYBRID;Condutor;Ileso;58;Masculino
6519;574707;1277306;SP;1023851;Caminhonete;I/TOYOTA HILUX CDSRVA4FD;Condutor;Ileso;42;Masculino
6539;574715;1276957;SP;1023601;Caminhonete;FIAT/TORO VOLCANO AT D4;Condutor;Ileso;47;Masculino
6540;574715;1276961;SP;1023602;Automóvel;FORD/FIESTA FLEX;Condutor;Ileso;47;Masculino
6605;574746;1277565;SP;1024024;Motocicleta;HONDA/CG 150 TITAN KS;Condutor;Lesões Leves;53;Masculino
6606;574746;1277563;SP;1024021;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;34;Masculino
6607;574746;1277562;SP;1024020;Automóvel;RENAULT/KWID INTENS 10MT;Condutor;Ileso;28;Masculino
6657;574767;1277125;SP;1023711;Motocicleta;HONDA/CG 125 FAN KS;Condutor;Lesões Leves;35;Masculino
6666;574772;1277143;SP;1023731;Automóvel;GM/PRISMA JOY;Condutor;Lesões Leves;32;Masculino
6667;574772;1279314;SP;1025403;Utilitário;CAOACHERY/TIGGO5X PRO;Condutor;Ileso;33;Masculino
6668;574772;1279315;SP;1025405;Automóvel;I/FIAT CRONOS DRIVE 1.0;Condutor;Ileso;51;Masculino
6703;574787;1277169;SP;1023749;Automóvel;FIAT/PUNTO ATTRACTIVE;Condutor;Ileso;33;Masculino
6704;574787;1277171;SP;1023751;Automóvel;GM/ZAFIRA ELITE;Condutor;Ileso;53;Masculino
6786;574821;1277156;SP;1023740;Caminhonete;I/FORD RANGER XLTCD4A32C;Condutor;Ileso;50;Masculino
6788;574823;1277181;SP;1023764;Caminhonete;I/FORD RANGER XLTCD4A32C;Condutor;Lesões Leves;45;Masculino
6789;574823;1277180;SP;1023762;Caminhão;VW/9.170 DRC 4X2;Condutor;Ileso;41;Masculino
6794;574827;1277176;SP;1023759;Automóvel;FIAT/PALIO FIRE FLEX;Condutor;Não Informado;41;Não Informado
6890;574879;1277311;SP;1023857;Automóvel;RENAULT/KWID ZEN 2;Condutor;Ileso;22;Masculino
6892;574879;1277310;SP;1023859;Motocicleta;HONDA/NXR150 BROS ES;Condutor;Lesões Leves;36;Masculino
6987;574932;1277569;SP;1024028;Motocicleta;HONDA/CG 160 CARGO;Condutor;Lesões Leves;48;Masculino
6988;574932;1277570;SP;1024029;Motocicleta;YAMAHA/YBR125 FACTOR ED;Condutor;Lesões Leves;27;Masculino
7079;574980;1277590;SP;1024045;Camioneta;JEEP/COMPASS LONG TF;Condutor;Ileso;67;Masculino
7096;574988;1278367;SP;1024660;Motocicleta;HONDA/XRE 300;Condutor;Lesões Leves;30;Masculino
7097;574989;1277769;SP;1024197;Caminhão-trator;SCANIA/R450 A4X2;Condutor;Ileso;53;Masculino
7101;574989;1277771;SP;1024201;Automóvel;GM/OMEGA GLS;Condutor;Lesões Graves;38;Masculino
7103;574989;1277789;SP;1024202;Caminhão-trator;M.BENZ/LS 1938;Condutor;Ileso;48;Masculino
7104;574989;1277770;SP;1024199;Caminhão-trator;SCANIA/P 340 A4X2;Condutor;Ileso;38;Masculino
7181;575023;1277934;SP;1024328;Motocicleta;HONDA/CG 160 FAN;Condutor;Ileso;39;Masculino
7182;575023;1277935;SP;1024330;Motoneta;HONDA/ELITE 125;Condutor;Lesões Leves;40;Masculino
7185;575025;1277760;SP;1024189;Automóvel;VW/VOYAGE MPI;Condutor;Ileso;38;Masculino
7186;575026;1277759;SP;1024188;Automóvel;FIAT/PALIO EX;Condutor;Lesões Leves;56;Masculino
7192;575028;1277767;SP;1024196;Automóvel;VW/FUSCA 1300 L;Condutor;Ileso;78;Masculino
7193;575028;1277766;SP;1024195;Motoneta;HONDA/PCX 150 DLX ABS;Condutor;Lesões Leves;38;Feminino
7210;575039;1277957;SP;1024349;Motocicleta;YAMAHA/FZ25 FAZER;Condutor;Lesões Leves;26;Feminino
7222;575046;1277876;SP;1024288;Motocicleta;YAMAHA/YBR 125K;Condutor;Lesões Leves;26;Masculino
7223;575046;1277874;SP;1024287;Automóvel;FIAT/FASTBACK TURBO 270;Condutor;Ileso;71;Masculino
7224;575047;1277896;SP;1024301;Motocicleta;HONDA/CB 250F TWISTER;Condutor;Lesões Leves;24;Masculino
7225;575047;1277897;SP;1024302;Automóvel;GM/PRISMA MAXX;Condutor;Ileso;53;Feminino
7238;575054;1277864;SP;1024272;Motoneta;DAFRA/CITYCOM 300I;Condutor;Lesões Leves;45;Masculino
7239;575054;1277863;SP;1024270;Caminhonete;I/RENAULT KGOO EXPRESS16;Condutor;Ileso;39;Masculino
7245;575057;1279177;SP;1025312;Automóvel;FORD/KA SE 1.0 HA B;Condutor;Ileso;68;Masculino
7246;575057;1279181;SP;1025313;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;29;Masculino
7367;575121;1278019;SP;1024396;Motocicleta;HONDA/CG 150 TITAN ESD;Condutor;Lesões Leves;35;Masculino
7415;575141;1278210;SP;1024538;Motocicleta;HONDA/CG 160 START;Condutor;Óbito;19;Masculino
7416;575141;1278211;SP;1024539;Ônibus;VW/MPOLO TORINO U;Condutor;Ileso;64;Masculino
7443;575155;1278059;SP;1024426;Motocicleta;YAMAHA/YBR 125K;Condutor;Lesões Leves;21;Masculino
7457;575164;1278189;SP;1024526;Caminhão-trator;M.BENZ/ACTROS 2546LS;Condutor;Ileso;57;Masculino
7477;575176;1278184;SP;1024520;Ônibus;M.BENZ/COMIL SVELTO U;Condutor;Ileso;47;Masculino
7478;575176;1282126;SP;1024521;Caminhão;VW/24.280 CRM 6X2;Condutor;Ileso;23;Masculino
7479;575176;1282128;SP;1024523;Caminhão-trator;VW/19.330 CTC 4X2;Condutor;Lesões Leves;51;Masculino
7561;575218;1279988;SP;1025982;Motocicleta;MOTTU/SPORT 110I;Condutor;Lesões Leves;49;Masculino
7596;575237;1278284;SP;1024599;Automóvel;GM/CORSA WIND;Condutor;Ileso;42;Feminino
7597;575237;1278283;SP;1024596;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;29;Masculino
7640;575261;1278576;SP;1024833;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;26;Masculino
7641;575261;1278583;SP;1024834;Automóvel;HONDA/FIT LX;Condutor;Ileso;25;Feminino
7725;575322;1278560;SP;1024821;Caminhonete;RENAULT/MASTER FURGAO L3;Condutor;Ileso;30;Masculino
7726;575322;1278562;SP;1024822;Motocicleta;YAMAHA/FZ25 FAZER;Condutor;Lesões Graves;47;Masculino
7751;575330;1278624;SP;1024841;Automóvel;I/KIA SPORTAGE EX2 2.0G2;Condutor;Ileso;68;Masculino
7752;575330;1278627;SP;1024863;Caminhão;FORD/CARGO 2431 L;Condutor;Ileso;47;Masculino
7753;575330;1278625;SP;1024842;Caminhão-trator;VOLVO/FH 400 6X2T;Condutor;Ileso;43;Masculino
7755;575330;1278621;SP;1024840;Caminhão-trator;VW/19.360 CTC 4X2;Condutor;Ileso;35;Masculino
7756;575330;1278626;SP;1024851;Caminhão-trator;SCANIA/R460 A4X2;Condutor;Ileso;32;Masculino
7757;575331;1280990;SP;1026470;Camioneta;I/KIA SPORTAGE LX3 2.0G2;Condutor;Ileso;54;Feminino
7758;575331;1278555;SP;1024816;Motocicleta;HONDA/CG 125 FAN KS;Condutor;Lesões Leves;45;Masculino
7771;575337;1278513;SP;1024779;Automóvel;PEUGEOT/2008 ALLURE AT;Condutor;Ileso;41;Masculino
7805;575360;1278551;SP;1024814;Automóvel;NISSAN/VERSA 16 SV;Condutor;Ileso;46;Masculino
7815;575365;1278772;SP;1025013;Motocicleta;YAMAHA/XTZ150 CROSSER ED;Condutor;Lesões Graves;28;Masculino
7863;575384;1278661;SP;1024926;Motocicleta;HONDA/CG 160 TITAN;Condutor;Lesões Graves;43;Masculino
7864;575384;1278662;SP;1024928;Caminhão;FORD/CARGO 2423 L;Condutor;Não Informado;41;Não Informado
7906;575405;1279368;SP;1025452;Caminhão;VW/17.180 EURO3 WORKER;Condutor;Ileso;52;Masculino
7907;575405;1279369;SP;1025453;Automóvel;HYUNDAI/HB20 10M SENSE;Condutor;Ileso;32;Masculino
7908;575405;1279367;SP;1025451;Caminhão-trator;M.BENZ/AX0R 1933 S;Condutor;Lesões Graves;31;Masculino
7981;575435;1278749;SP;1024991;Automóvel;M.BENZ/GLA200FF STY;Condutor;Ileso;40;Masculino
7982;575435;1278747;SP;1024990;Motocicleta;TVS/SPORT 110I;Condutor;Lesões Leves;27;Masculino
8024;575458;1278770;SP;1025012;Motocicleta;HONDA/CG 160 FAN ESDI;Condutor;Lesões Leves;25;Masculino
8032;575462;1278910;SP;1025128;Automóvel;RENAULT/CAPTUR INTEN 20A;Condutor;Ileso;44;Masculino
8033;575462;1278905;SP;1025119;Motocicleta;HONDA/CG 125 FAN;Condutor;Lesões Leves;25;Masculino
8034;575462;1278920;SP;1025134;Automóvel;RENAULT/SANDERO LIFE10MT;Condutor;Ileso;42;Masculino
8035;575463;1279084;SP;1025244;Camioneta;FORD/ECOSPORT FSL 1.6;Condutor;Ileso;41;Feminino
8039;575463;1279082;SP;1025243;Motocicleta;HONDA/CG150 FAN ESDI;Condutor;Lesões Leves;29;Masculino
8075;575477;1278951;SP;1025158;Motocicleta;HONDA/CG 150 TITAN ESD;Condutor;Lesões Leves;24;Masculino
8076;575477;1278952;SP;1025159;Automóvel;I/NISSAN SENTRA 20SV CVT;Condutor;Ileso;62;Masculino
8084;575479;1278898;SP;1025118;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;32;Masculino
8087;575481;1279283;SP;1025381;Motocicleta;HONDA/NXR160 BROS SE;Condutor;Lesões Leves;30;Masculino
8216;575537;1281227;SP;1025970;Automóvel;I/RENAULT FLUENCE DYN20M;Condutor;Ileso;28;Masculino
8217;575537;1279963;SP;1025966;Caminhão;VW/25.370 CLM T 6X2;Condutor;Ileso;40;Masculino
8237;575548;1279089;SP;1025246;Caminhonete;CHEVROLET/MONTANA LS2;Condutor;Ileso;26;Feminino
8238;575548;1279090;SP;1025247;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;22;Masculino
8241;575551;1279643;SP;1025690;Caminhonete;VW/KOMBI FURGAO;Condutor;Lesões Leves;54;Masculino
8244;575553;1279049;SP;1025223;Caminhonete;CHEVROLET/S10 LT DD4;Condutor;Lesões Leves;52;Masculino
8283;575571;1279118;SP;1025270;Motocicleta;HONDA/CG150 TITAN MIX EX;Condutor;Lesões Leves;23;Feminino
8284;575571;1280696;SP;1025271;Bicicleta;Não Informado;Condutor;Lesões Leves;35;Masculino
8295;575578;1279338;SP;1025427;Automóvel;FIAT/IDEA ADVENTURE DUAL;Condutor;Ileso;29;Feminino
8328;575595;1279297;SP;1025391;Automóvel;GM/CELTA 2P LIFE;Condutor;Lesões Leves;44;Feminino
8329;575595;1279296;SP;1025390;Caminhão-trator;SCANIA/R114GA4X2NZ 380;Condutor;Ileso;32;Masculino
8386;575616;1279597;SP;1025650;Automóvel;VW/CROSSFOX GII;Condutor;Lesões Leves;23;Masculino
8433;575643;1279353;SP;1025438;Motoneta;YAMAHA/NEO 125;Condutor;Lesões Leves;48;Feminino
8447;575651;1279358;SP;1025442;Motocicleta;YAMAHA/FZ15 FAZER ABS;Condutor;Lesões Leves;25;Masculino
8448;575652;1279360;SP;1025445;Motocicleta;HONDA/CG 125 TITAN;Condutor;Lesões Leves;23;Masculino
8464;575665;1279409;SP;1025491;Motocicleta;YAMAHA/FZ15 FAZER ABS;Condutor;Lesões Leves;25;Masculino
8468;575669;1279473;SP;1025551;Caminhão-trator;VOLVO/FH12 380 4X2T;Condutor;Ileso;73;Masculino
8509;575690;1279498;SP;1025565;Motocicleta;HONDA/CG 150 TITAN KS;Condutor;Lesões Leves;30;Masculino
8510;575690;1279493;SP;1025562;Caminhonete;I/TOYOTA HILUX CDLOWM4FD;Condutor;Ileso;47;Masculino
8536;575705;1279508;SP;1025577;Automóvel;I/VW JETTA CL AF;Condutor;Ileso;31;Feminino
8538;575705;1279509;SP;1025578;Caminhão-trator;M.BENZ/LS 1938;Condutor;Ileso;30;Masculino
8637;575761;1279703;SP;1025740;Motocicleta;HONDA/CBX 200 STRADA;Condutor;Lesões Leves;45;Masculino
8650;575768;1279624;SP;1025670;Caminhão-trator;M.BENZ/AX0R 1933 S;Condutor;Lesões Leves;39;Masculino
8651;575768;1279625;SP;1025673;Caminhão-trator;IVECO/STRALIS 600S44T;Condutor;Ileso;53;Masculino
8652;575768;1279626;SP;1025675;Caminhão-trator;SCANIA/R 440 A4X2;Condutor;Ileso;58;Masculino
8731;575802;1279734;SP;1025770;Ônibus;M.BENZ/INDUSCAR APACHE U;Condutor;Ileso;27;Masculino
8752;575813;1279864;SP;1025881;Motoneta;DAFRA/CRUISYM 150 CBS;Condutor;Lesões Leves;31;Feminino
8753;575814;1279810;SP;1025833;Caminhão;VW/15.180 CNM;Condutor;Ileso;36;Masculino
8754;575814;1279811;SP;1025834;Automóvel;VW/GOL MI;Condutor;Ileso;57;Masculino
8796;575838;1279799;SP;1025827;Caminhão-trator;VOLVO/FH12 380 4X2T;Condutor;Ileso;38;Masculino
8797;575838;1279800;SP;1025828;Motocicleta;HONDA/CG 160 FAN;Condutor;Óbito;24;Masculino
8841;575861;1279954;SP;1025962;Automóvel;GM/MERIVA JOY;Condutor;Lesões Leves;31;Masculino
8843;575861;1279953;SP;1025961;Automóvel;FIAT/IDEA ADVENTURE FLEX;Condutor;Lesões Leves;29;Masculino
8925;575879;1281701;SP;1025921;Automóvel;HONDA/CIVIC EXL CVT;Condutor;Lesões Leves;33;Masculino
8926;575879;1279905;SP;1025915;Caminhão-trator;VOLVO/FH 460 6X4T;Condutor;Ileso;41;Masculino
8936;575886;1279881;SP;1025895;Automóvel;HONDA/HR-V EXL CVT;Condutor;Ileso;52;Masculino
8941;575886;1279882;SP;1025894;Motocicleta;HONDA/CG 125 FAN;Condutor;Lesões Leves;64;Masculino
8969;575900;1280011;SP;1026002;Automóvel;CITROEN/PICASSO II20EXCA;Condutor;Lesões Graves;42;Feminino
8972;575900;1280010;SP;1026000;Caminhão-trator;VOLVO/FH 460 6X2T;Condutor;Óbito;49;Masculino
9106;575957;1280317;SP;1026237;Automóvel;TOYOTA/ETIOS HB XPLUS AT;Condutor;Ileso;50;Feminino
9107;575957;1280318;SP;1026238;Motocicleta;YAMAHA/YS150 FAZER SED;Condutor;Lesões Leves;53;Masculino
9152;575975;1280078;SP;1026056;Camioneta;I/CHEV TRACKER LTZ AT;Condutor;Ileso;28;Masculino
9171;575984;1280123;SP;1026083;Camioneta;FORD/ECOSPORT TITNAT 2.0;Condutor;Ileso;56;Masculino
9173;575984;1280125;SP;1026087;Motoneta;DAFRA/CITYCOM 300I;Condutor;Lesões Leves;71;Masculino
9178;575986;1280137;SP;1026095;Automóvel;CHEVROLET/CELTA 1.0L LS;Condutor;Lesões Leves;37;Masculino
9179;575986;1280135;SP;1026093;Caminhão;VW/11.180  DRC 4X4;Condutor;Lesões Leves;33;Masculino
9307;576047;1280268;SP;1026185;Motocicleta;HONDA/NXR150 BROS MIX ES;Condutor;Lesões Leves;27;Masculino
9308;576047;1280253;SP;1026184;Caminhonete;FIAT/TORO FREEDOM AT;Condutor;Ileso;31;Masculino
9313;576050;1280240;SP;1026174;Motocicleta;HONDA/XLR 125;Condutor;Lesões Leves;19;Masculino
9314;576050;1280242;SP;1026175;Automóvel;TOYOTA/COROLLA XLI18FLEX;Condutor;Ileso;28;Feminino
9316;576052;1280269;SP;1026201;Automóvel;VW/FOX 1.6 GII;Condutor;Ileso;38;Masculino
9392;576083;1281129;SP;1026360;Automóvel;VW/NOVO GOL TL MCV;Condutor;Ileso;32;Feminino
9394;576083;1280461;SP;1026358;Automóvel;FIAT/UNO WAY 1.0;Condutor;Ileso;29;Masculino
9471;576128;1280529;SP;1026407;Automóvel;VW/NIVUS HL TSI;Condutor;Lesões Leves;35;Masculino
9493;576141;1280514;SP;1026391;Caminhão-trator;VOLVO/FH 500 6X2T;Condutor;Lesões Graves;35;Masculino
9551;576172;1280794;SP;1026469;Camioneta;RENAULT/DUSTER 16 E 4X2;Condutor;Lesões Leves;49;Masculino
9568;576182;1280703;SP;1026517;Caminhão;FORD/CARGO 2428 E;Condutor;Lesões Leves;33;Masculino
9569;576182;1280704;SP;1026518;Caminhão;SCANIA/P 310 B8X2;Condutor;Lesões Leves;24;Masculino
9570;576182;1280705;SP;1026519;Automóvel;CHEV/SPIN 1.8L AT LTZ;Condutor;Lesões Leves;63;Masculino
9609;576199;1281022;SP;1026471;Caminhão;VW/26.280 CRM 6X4;Condutor;Não Informado;41;Não Informado
9611;576199;1280603;SP;1026472;Camioneta;I/HONDA CR-V LX;Condutor;Não Informado;41;Não Informado
9668;576229;1280721;SP;1026530;Automóvel;I/CHEVROLET AGILE LTZ;Condutor;Ileso;47;Masculino
9696;576244;1280790;SP;1026578;Automóvel;VW/POLO CL AD;Condutor;Ileso;40;Feminino
9699;576246;1280753;SP;1026551;Automóvel;VW/GOL 1000I;Condutor;Lesões Leves;25;Masculino
9766;576272;1280954;SP;1026687;Automóvel;FIAT/SIENA ATTRACTIV 1.4;Condutor;Lesões Leves;53;Feminino
9837;576301;1280975;SP;1026702;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;28;Masculino
9872;576314;1280912;SP;1026658;Automóvel;I/CHEVROLET AGILE LTZ;Condutor;Ileso;43;Masculino
9902;576328;1281045;SP;1026737;Automóvel;GM/CORSA SEDAN PREMIUM;Condutor;Ileso;64;Masculino
9903;576328;1281044;SP;1026736;Micro-ônibus;I/M.BENZ GUERRA MIC 16;Condutor;Lesões Graves;44;Masculino
9904;576328;1282673;SP;1026738;Automóvel;HONDA/CIVIC LXS FLEX;Condutor;Lesões Leves;42;Masculino
9940;576343;1280998;SP;1026715;Automóvel;VW/PARATI GL 1.8;Condutor;Não Informado;41;Não Informado
9948;576347;1281021;SP;1026724;Caminhonete;I/FORD RANGER XLSCD4A22C;Condutor;Ileso;36;Masculino
9949;576347;1281023;SP;1026726;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;26;Masculino
9953;576351;1281054;SP;1026743;Caminhão-trator;VOLVO/FH 460 6X2T;Condutor;Lesões Leves;58;Masculino
10023;576392;1281126;SP;1026807;Motocicleta;HONDA/CG 160 TITAN;Condutor;Lesões Leves;25;Masculino
10026;576397;1281353;SP;1026870;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
10027;576397;1281192;SP;1026868;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;24;Masculino
10090;576428;1281187;SP;1026860;Caminhão-trator;VOLVO/FH 460 6X2T;Condutor;Ileso;32;Masculino
10116;576439;1281529;SP;1027119;Caminhonete;FIAT/TORO FREEDOM AT;Condutor;Ileso;73;Masculino
10142;576446;1281306;SP;1026911;Automóvel;FIAT/MOBI LIKE;Condutor;Ileso;32;Masculino
10143;576446;1281251;SP;1026906;Motocicleta;HONDA/CB 250F TWISTER;Condutor;Lesões Leves;61;Masculino
10161;576458;1281301;SP;1026944;Camioneta;RENAULT/DUSTER 20 D 4X2A;Condutor;Ileso;45;Masculino
10171;576465;1281378;SP;1026997;Automóvel;CITROEN/C3 GLX 14 FLEX;Condutor;Ileso;42;Feminino
10172;576465;1281379;SP;1026998;Caminhonete;I/HYUNDAI HR HDLWBSC;Condutor;Ileso;32;Masculino
10196;576473;1281344;SP;1026976;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;46;Masculino
10282;576508;1281467;SP;1027063;Automóvel;GM/CLASSIC LIFE;Condutor;Ileso;53;Masculino
10285;576508;1281468;SP;1027065;Motocicleta;HONDA/CBX 250 TWISTER;Condutor;Lesões Leves;61;Masculino
10286;576508;1285211;SP;1029936;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
